Nombre,Px,Py,Pz,Ox,Oy,Oz,Ow,Descripci¢n
charge_base,-0.3873710632324219,-0.002532958984375,0.0,0.0,0.0,0.0013976205479737452,0.999999023327925,
e3opanel,-0.6126937866210938,1.9114952087402344,0.0,0.0,0.0,-0.050490988815355894,0.998724516595266,
e3ipanel_even,-0.5931358337402344,1.0713653564453125,0.0,0.0,0.0,-0.026589033126136245,0.9996464491596102,
e3ipanel_odd,-0.5912246704101562,0.9700279235839844,0.0,0.0,0.0,-0.01632418430826633,0.9998667516257702,
felipe,-1.2943611145019531,0.5834197998046875,0.0,0.0,0.0,-0.7184325334785184,0.6955966466564064,
delivery_room,-4.81981086730957,0.4868507385253906,0.0,0.0,0.0,-0.7037334595195004,0.7104640863215507,
